customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-43999533,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.54,225.94,No
CUST-24716695,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,118.2,4964.4,No
CUST-73967150,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.82,1518.66,Yes
CUST-73981206,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),77.27,2781.72,Yes
CUST-74785345,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.76,542.88,No
CUST-27882750,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.46,893.52,Yes
CUST-88725274,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,103.0,3811.0,No
CUST-70303849,Female,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),93.96,4885.92,No
CUST-20192257,Female,0,No,No,71,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,69.84,4958.64,No
CUST-53167705,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.31,140.62,No
CUST-31130343,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,110.42,6183.52,No
CUST-50869792,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,87.87,5272.2,Yes
CUST-59913224,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.91,2596.93,Yes
CUST-74356138,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.69,1227.6,No
CUST-77607727,Male,0,No,No,64,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,72.63,4648.32,No
CUST-63007836,Male,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.71,2500.33,Yes
CUST-75541801,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,117.13,3396.77,Yes
CUST-68114585,Female,1,No,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,97.22,4958.22,Yes
CUST-36658609,Female,0,No,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.61,7080.09,Yes
CUST-86294551,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,97.04,3008.24,No
CUST-40024204,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.57,5828.5,Yes
CUST-92008891,Female,0,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),98.83,1976.6,No
CUST-58715257,Male,1,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),96.49,5306.95,No
CUST-32268806,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),104.4,208.8,No
CUST-16512440,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.99,2874.75,No
CUST-22431395,Male,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,82.59,1073.67,Yes
CUST-83208492,Male,0,Yes,No,70,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.83,4958.1,Yes
CUST-39093907,Male,0,No,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Mailed check,77.87,5217.29,No
CUST-46253447,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,104.47,6059.26,Yes
CUST-72134783,Female,0,No,Yes,64,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.94,3644.16,Yes
CUST-72460303,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,109.19,7534.11,No
CUST-93831437,Male,1,Yes,No,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,94.5,5575.5,No
CUST-74447435,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.4,5364.0,Yes
CUST-59895282,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,27.71,1718.02,No
CUST-12503771,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,110.63,1770.08,No
CUST-80286689,Male,1,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.99,4963.32,Yes
CUST-10996161,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.21,1308.15,Yes
CUST-14183839,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.85,4886.75,No
CUST-77775190,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,126.31,4420.85,Yes
CUST-77758014,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,96.59,5312.45,No
CUST-30153173,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),110.04,1540.56,Yes
CUST-77227698,Female,0,No,Yes,49,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,56.81,2783.69,No
CUST-58939582,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.28,771.96,Yes
CUST-66224957,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,118.63,3558.9,Yes
CUST-32725756,Male,1,Yes,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,111.64,5470.36,Yes
CUST-81531065,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.72,1563.52,No
CUST-11079600,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.2,1489.2,No
CUST-36191539,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,86.18,6204.96,No
CUST-42576169,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,89.15,3744.3,No
CUST-53381573,Male,0,No,No,17,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,57.6,979.2,Yes
CUST-80612021,Male,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.47,6266.61,Yes
CUST-35050090,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.17,1132.65,No
CUST-18849851,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.3,212.1,No
CUST-70779108,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.27,2518.29,No
CUST-76009351,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),42.98,429.8,No
CUST-95871668,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),74.48,2532.32,No
CUST-94890726,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.52,3150.72,No
CUST-97753580,Female,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.46,461.5,Yes
CUST-39549535,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.8,592.8,Yes
CUST-10449395,Female,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,114.16,2739.84,Yes
CUST-31921117,Female,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),113.36,2040.48,Yes
CUST-50308782,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.94,191.64,Yes
CUST-61592034,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.9,2607.1,Yes
CUST-63386038,Male,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.37,759.25,No
CUST-67351079,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.81,6534.55,Yes
CUST-41530803,Female,0,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.24,3921.04,Yes
CUST-43266319,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.67,784.08,No
CUST-40503180,Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.04,1847.04,Yes
CUST-13379569,Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,716.8,No
CUST-80009467,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,125.04,375.12,No
CUST-54910237,Male,0,No,No,38,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.59,2872.42,Yes
CUST-52165906,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.04,6346.44,No
CUST-69855504,Male,0,No,No,51,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.43,3285.93,No
CUST-99473854,Female,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.54,3097.92,Yes
CUST-16319707,Female,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,17.52,367.92,Yes
CUST-78532150,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.32,1799.28,No
CUST-13695961,Male,0,No,No,56,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,92.31,5169.36,No
CUST-88911293,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.05,1949.95,Yes
CUST-46396424,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.23,2392.56,Yes
CUST-14294539,Male,1,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.96,5964.96,Yes
CUST-21609076,Female,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.61,1492.2,No
CUST-83204793,Female,1,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.33,2143.47,Yes
CUST-48498937,Male,0,No,No,71,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,95.9,6808.9,No
CUST-10803328,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.31,362.79,Yes
CUST-30840174,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.3,30.3,No
CUST-11043233,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.35,1170.15,No
CUST-87209213,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,112.5,7087.5,Yes
CUST-10529525,Male,1,No,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),96.25,6930.0,No
CUST-26953831,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,81.58,4568.48,Yes
CUST-66996736,Male,0,No,No,68,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.8,5222.4,Yes
CUST-84583311,Female,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,79.02,2765.7,No
CUST-81709884,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),108.57,325.71,Yes
CUST-92235366,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,129.07,903.49,No
CUST-13699391,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.19,815.13,Yes
CUST-87183765,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,86.41,86.41,Yes
CUST-58487260,Male,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,98.85,7018.35,Yes
CUST-67338102,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),92.8,4083.2,No
CUST-80721474,Male,0,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,111.51,4571.91,No
CUST-25192217,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),74.23,3117.66,No
CUST-62496015,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),109.06,3598.98,No
CUST-20292658,Male,0,No,Yes,50,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.52,3776.0,No
CUST-43698788,Male,1,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.54,5893.02,Yes
CUST-71819576,Male,1,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.81,4284.97,No
CUST-73362116,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.24,1843.16,No
CUST-11748014,Male,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.74,1523.52,No
CUST-50711152,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.33,111.65,No
CUST-60296557,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.8,1814.4,Yes
CUST-56216125,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.21,96.63,No
CUST-79397491,Male,0,Yes,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.4,1052.8,No
CUST-91949124,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,114.37,7090.94,No
CUST-33295179,Female,0,Yes,No,14,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.4,929.6,Yes
CUST-83706383,Male,0,No,No,63,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,53.35,3361.05,Yes
CUST-27541337,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,67.43,4113.23,Yes
CUST-67399769,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.61,3552.91,Yes
CUST-30279846,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),117.16,1991.72,No
CUST-20970723,Male,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.15,747.6,No
CUST-82807712,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.01,943.23,Yes
CUST-82193785,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.86,4993.0,Yes
CUST-60018037,Male,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.17,8131.9,Yes
CUST-53351876,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.17,787.59,No
CUST-60166883,Male,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.18,1442.7,No
CUST-70361505,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.05,4502.5,No
CUST-56787763,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,67.99,2447.64,No
CUST-75732489,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,129.38,1035.04,Yes
CUST-13693305,Female,0,No,Yes,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),69.98,209.94,Yes
CUST-23470137,Female,0,No,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.24,1130.88,No
CUST-14466271,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,90.29,4243.63,Yes
CUST-64717184,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.65,5346.65,No
CUST-44907127,Female,0,Yes,Yes,32,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.78,2040.96,Yes
CUST-20495300,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,104.31,1356.03,Yes
CUST-38709379,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.29,33.29,No
CUST-44654999,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.52,3383.68,No
CUST-37451727,Male,0,No,Yes,62,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.5,6913.0,Yes
CUST-84815222,Female,0,Yes,Yes,71,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,90.67,6437.57,No
CUST-38997889,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,113.19,3508.89,No
CUST-58978079,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.46,6557.44,Yes
CUST-21726298,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),100.82,2520.5,No
CUST-94607827,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.21,3541.98,No
CUST-65723671,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),118.76,1662.64,No
CUST-99843595,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.73,709.84,Yes
CUST-66564401,Male,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.98,1348.92,No
CUST-56673570,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.46,54.92,Yes
CUST-88547323,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.93,6716.08,Yes
CUST-25033888,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.98,5427.78,No
CUST-99132960,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,85.86,1888.92,No
CUST-71704882,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.66,1108.1,No
CUST-44958762,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.89,1598.24,Yes
CUST-27028708,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,85.32,4266.0,Yes
CUST-14035851,Male,0,No,No,43,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),84.25,3622.75,Yes
CUST-57685442,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.3,787.1,No
CUST-44045504,Male,0,No,Yes,58,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),109.52,6352.16,Yes
CUST-92396202,Male,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.86,225.72,Yes
CUST-45610155,Male,0,No,Yes,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),99.64,398.56,Yes
CUST-39469068,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.26,3481.14,No
CUST-40185054,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,71.35,428.1,Yes
CUST-19702701,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.12,1940.28,No
CUST-88262145,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.23,2085.87,No
CUST-43127676,Female,0,No,No,20,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.69,2353.8,No
CUST-12976242,Female,0,No,No,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.89,1528.96,No
CUST-47317456,Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.8,1564.8,Yes
CUST-37812615,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),129.56,6607.56,Yes
CUST-54653148,Male,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),71.61,2649.57,Yes
CUST-14833177,Female,0,Yes,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.17,1322.73,No
CUST-18454561,Male,1,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.92,3818.64,Yes
CUST-55932658,Male,0,Yes,Yes,57,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),80.74,4602.18,No
CUST-12597480,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.44,1679.04,No
CUST-33151417,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,115.14,1036.26,No
CUST-49673332,Male,0,No,No,64,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.79,6898.56,Yes
CUST-29699313,Female,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),106.65,2346.3,Yes
CUST-26934380,Male,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),104.42,3550.28,Yes
CUST-20617244,Female,1,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.77,1582.35,No
CUST-44086263,Female,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.48,3406.92,Yes
CUST-80098339,Female,0,No,Yes,38,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),91.64,3482.32,No
CUST-60234072,Male,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.88,1743.84,Yes
